genus	species	scientificName	decimalLatitude	decimalLongitude	env_temperature	env_precipitation	env_elevation	env_soil_pH	env_humidity	env_vegetation	env_seasonality	is_ghost
Aedes	giganteus	Aedes giganteus	-28.688486223877504	-38.58679360574392	27.897726457408424	2496.169036178053	2377.8460604834904	5.343465031537287	61.50402490141725	0.3995144585040355	0.8929011454570429	False
Bombus	flavus	Bombus flavus	-2.063037107295888	-49.764988856995885	28.900007146710514	950.1493517790014	663.0129684222782	5.630344824570869	63.59272258256578	0.3119283334626321	0.6977756701936302	False
Apis	mariposa	Apis mariposa	-1.695060445985746	-35.563907448888024	20.003791797678574	2641.573779546665	2635.2337968811667	6.925993223234233	82.93811304135355	0.2953998220155872	0.6919891093484895	False
Atta	ghost_entity	Atta ghost_entity	-9.288352866038665	-50.123765082912286	20.86362430437249	1761.8254719859358	3.248323292317512	4.825272328857235	88.3028417383747	0.8484952941053132	0.8602502023444734	True
Apis	silvestris	Apis silvestris	-1.7033530929205476	-49.00720702456876	27.9968971511306	2814.130090042211	1612.9270316152952	6.716000724624003	80.21411012887765	0.3826084763036504	0.2623490940599218	False
Apis	titanus	Apis titanus	-8.292093897546273	-52.206709705998975	24.91574081983208	2387.372294468192	2194.2438309763106	5.418585640800102	86.42884890957987	0.6887829859332262	0.5524399719371523	False
Dynastes	brasilensis	Dynastes brasilensis	-25.63930996480693	-70.34181823989299	28.56489408604164	2142.890267417507	750.1961590239331	6.10649384281703	84.49952608401827	0.8080144459896996	0.8837173720271068	False
Atta	titanus	Atta titanus	-23.015516034475787	-45.49787602337608	19.44082443041803	2888.4749535270844	560.0853073031499	6.213891866292071	56.7366785580631	0.6605609833885521	0.2322352887761396	False
Apis	brasilensis	Apis brasilensis	-25.331024331373413	-52.49484940024474	25.510738920784327	1672.6286207145197	243.8848509571555	5.304970230161271	69.07751658109859	0.8446739237352092	0.6602015675556168	False
Dynastes		Dynastes undetected_form	-18.986895754108943	-56.26940150603032	23.30350191779682	2898.9912603871926	946.6573718595496	5.794153218220318	56.88427103728532	0.4942952911463559	0.5686481167775216	True
Dynastes	rubra	Dynastes rubra	-32.18043783990089	-38.300573014432025	24.398003069943496	1097.0028103266552	1623.5485056956054	5.44560911126694	60.58560131608932	0.9171666429867112	0.5691832737509656	False
Atta	titanus	Atta titanus	-9.58809851082218	-62.249785444709744	26.455410209015177	1864.260872251308	335.9471846627472	4.241964751653168	89.11668310929736	0.2998587531335727	0.6581365020160601	False
Heliconius	minuta	Heliconius minuta	-20.57438561933967	-53.427151007813066	25.032036864475423	1393.8046892628288	1092.4165497617164	5.530078860858893	71.2801384534932	0.2766121472431536	0.8436935383005474	False
Odontomachus	minuta	Odontomachus minuta	-8.126817220151057	-46.62220282460558	25.558048919579715	1987.6541135980256	26.3099734929024	4.340876873937432	74.09111458291974	0.6940191096555827	0.7260655518810704	False
Aedes	maximus	Aedes maximus	-18.669531782342965	-42.7579535711514	24.80900474793851	1156.430531361486	2374.170319449541	5.417572796781125	58.03006843524975	0.9071233560599464	0.144908882732968	False
Odontomachus	mariposa	Odontomachus mariposa	-7.1170669100612045	-55.93953980930466	23.725372479196903	2651.365252682095	372.5012824702549	6.075214399411236	64.05223037219582	0.806662596227246	0.782182415900569	False
Bombus	brasilensis	Bombus brasilensis	-20.41564179089464	-40.97422567276845	28.80634772837543	2662.097268492026	821.6945499701866	6.027952147702253	60.36107757925414	0.2573126445785386	0.2804330639405861	False
Aedes	brasilensis	Aedes brasilensis	-23.53291339879978	-43.83531631456796	18.17084301245262	2901.519887991654	53.44038434083066	6.319174476529121	59.27837740332919	0.4095257854510373	0.4015313317890976	False
Bombus	sp_nov	Bombus sp_nov	-14.354539282557162	-71.31017326599205	26.37819781687318	1140.2787099431198	1253.4982732882856	4.333415277841192	78.70823569921865	0.8977391636283678	0.4693862508899057	True
Apis		Apis unknown_sp	-6.677276011014367	-72.10682448357886	25.917116862521635	2171.33161199098	2436.3523579495345	6.282431359356533	61.55977314405717	0.3897938246005884	0.4847248006024557	True
Camponotus	mariposa	Camponotus mariposa	-20.114872426325302	-49.62649773909623	28.02650704626133	1843.3220791408128	1137.23851319107	5.092518198437565	78.44069687091883	0.7858778178401895	0.4481443194042854	False
Atta	flavus	Atta flavus	2.829277922372583	-60.31613573838631	26.38641110688257	1557.644210497313	520.5422379291168	5.396660811479888	52.63045763488493	0.8188491469465278	0.8498826353726916	False
Aedes	maximus	Aedes maximus	-32.1717332596498	-65.7229860688301	29.575183589327096	1573.3883544952814	2185.7266187465057	7.00295188872947	56.37984770871958	0.5715890775957364	0.6648152061312197	False
Aedes	flavus	Aedes flavus	-17.400104763092433	-51.23568756215503	31.427047123896383	1708.145811334855	2287.540247425158	4.031606414453426	62.354311430005644	0.4897616823862366	0.6049365167653651	False
Apis		Apis undetected_form	4.035641509289647	-60.54487847114909	22.79533960049961	2350.8362093156966	503.8850783919437	6.059444216692119	76.86711126030613	0.5375933243148197	0.1398736222263532	True
Heliconius		Heliconius undetected_form	-12.329096553324597	-52.89300040647986	21.18291376241982	2116.22932818994	2235.4769147688703	6.095498930350376	80.41285602893191	0.3702235207740231	0.8231306642082997	True
Dynastes	flavus	Dynastes flavus	-17.184633249983378	-55.90934088374233	23.93035607388676	1811.2993280744888	2747.16387594338	5.388309217202467	69.92226350507872	0.8670431870966331	0.827512153606717	False
Apis	flavus	Apis flavus	-11.52770893375163	-51.03564525738809	22.031014630660167	967.0535028131686	482.4950021035898	4.829597499879177	70.0605911559753	0.5379647425473184	0.7241704507440819	False
Anopheles	ghost_entity	Anopheles ghost_entity	-11.238941564934702	-58.248250883608	26.60930368413716	971.0837569737056	2235.854448343193	4.821359133915429	82.60325831293781	0.8618445803420749	0.1056233630508953	True
Dynastes	mariposa	Dynastes mariposa	-5.165737543314034	-46.62119786844997	30.765933723801503	805.1466593767121	2054.858813347625	7.092983843812634	50.71194912945121	0.2792701099297056	0.1458242008620986	False
Atta	flavus	Atta flavus	-28.72010055252385	-66.85936965114243	19.947626718002866	2928.93865405559	1373.3642764617566	5.547085308240002	65.34905110133992	0.9412064532500986	0.2801789618147918	False
Dynastes	minuta	Dynastes minuta	-23.94935848057192	-46.66679267052121	19.411124442222413	811.5584008284468	167.96933562051504	5.158112770462102	86.84181757036546	0.5324548155827138	0.2050795265159253	False
Heliconius		Heliconius unknown_sp	-11.058783518587518	-57.80404651862065	21.58421744595127	1026.8062412302388	216.61381149777665	5.57072150840991	77.14487345960175	0.2358731152955791	0.4190688237629836	True
Dynastes		Dynastes unknown_sp	0.117547681179154	-39.71418165019229	28.16533820487361	1492.112424980704	2472.002511676078	6.342866405107765	65.17522097399392	0.2285163861780912	0.8380984464702318	True
Atta	giganteus	Atta giganteus	-11.787199006392832	-53.75427025480936	26.3014806736235	2576.3465539968747	2871.4302809768765	4.510147988856631	90.74861565483532	0.7596554431113789	0.4776483473575986	False
Heliconius	rubra	Heliconius rubra	-24.39472246817673	-35.85138534353892	19.4309772991528	2916.617328681059	1960.551545841588	5.573018423248082	84.76802273522222	0.6942766506527607	0.1107221011457325	False
Odontomachus		Odontomachus undetected_form	-7.186053583890416	-50.36432603434845	30.86250731165045	2538.029829342084	1293.2790903299322	6.057595298886355	61.920295125653006	0.8015979185956905	0.3261965516630096	True
Aedes	brasilensis	Aedes brasilensis	-4.843558342552395	-65.14750152306287	29.06118491973721	2319.232511380409	1877.963565865532	7.320041741980019	79.03804268865726	0.2790256504646045	0.1356759266983692	False
Aedes	sp_nov	Aedes sp_nov	-24.408790056244804	-41.76798609938204	18.322316467026926	1946.8614683098529	1723.747991762781	4.883847237263968	76.80878276850305	0.2266781502766612	0.1290300980908017	True
Bombus	brasilensis	Bombus brasilensis	-18.968573439124505	-60.40726925214468	27.119140953835448	990.751466096804	1112.4755551763033	5.25737761770686	68.05345613175422	0.5814344670856839	0.3205758824764418	False
Odontomachus	rubra	Odontomachus rubra	-12.86122853230803	-60.308088713727074	28.79745335927633	2907.975744608647	190.31581926463755	5.327755064728484	66.51302356421603	0.4906964236120771	0.3204898709431563	False
Odontomachus	sp_nov	Odontomachus sp_nov	-14.334113563359974	-72.65643695393005	23.242095176085908	2468.4633106804995	2382.3875474815786	6.11938355175709	65.46022136490667	0.5464602025032168	0.7297012820812833	True
Dynastes	ghost_entity	Dynastes ghost_entity	-18.504894637451063	-52.44523140999033	18.964901551141065	2205.688647735376	1078.3172347923014	5.248562185640006	77.77201025280411	0.9436913066527056	0.8798677222248895	True
Aedes	mariposa	Aedes mariposa	-22.09222819413688	-53.00404100405835	19.08249491684302	2469.8788601854694	2374.4783657355715	5.867291738548935	69.90844714163012	0.9280624682530024	0.3969656751119986	False
Atta	titanus	Atta titanus	-29.80058940068733	-59.98073296496534	19.45945752472533	2393.027324400905	732.2753740963084	6.736266154457603	87.43384009631399	0.9067365422548944	0.4431095030888309	False
Megasoma	mariposa	Megasoma mariposa	-31.614073426852617	-38.9361050207693	29.76615484772592	2201.909475536871	2.9854915523368497	6.468849579392712	80.13211772602828	0.7878820075757553	0.7758315490288171	False
Megasoma	brasilensis	Megasoma brasilensis	3.683118378444732	-68.86593762648393	30.749606775579984	2957.268960395974	460.92102150259393	5.56229026279405	53.14692225692453	0.4661310201926678	0.3145112160764107	False
Heliconius	brasilensis	Heliconius brasilensis	-0.6614173802719989	-60.99310902957293	19.719350945840272	2787.400387799255	1358.7643086288947	7.024756621859591	78.80757007226748	0.5090981976970788	0.2251054435227583	False
Aedes	sp_nov	Aedes sp_nov	-19.858697571953897	-61.32611390101087	21.30268448433113	2222.6628220577595	2738.4805413777067	5.95349087357852	62.20163464250832	0.6122120327891933	0.7824716987229204	True
Aedes	sp_nov	Aedes sp_nov	3.615234519931796	-70.29143807845604	20.317287145142057	2324.9854652052345	296.36149711178507	5.889670438257744	76.67653962440403	0.8229008423036299	0.1372004691520524	True
Megasoma		Megasoma undetected_form	-7.305973727452173	-55.087215092398935	20.60849231291769	913.510774649162	2477.208345938541	4.119657180787054	80.60593689965532	0.2515346243887008	0.5957595521595326	True
Aedes	ghost_entity	Aedes ghost_entity	-14.881682963936946	-47.00761756154316	29.724871046034888	2273.818422010086	1528.3698790144	7.453425431250066	60.38731351193054	0.518222664413666	0.5495942779734454	True
Dynastes		Dynastes undetected_form	-14.471999346899608	-53.89421077030209	22.650049777169144	897.1639629622204	2395.1702208197003	4.4303978298536935	70.55863901961659	0.2619632475944515	0.3767363580013554	True
Anopheles	rubra	Anopheles rubra	-30.45190796338488	-67.76217260579683	22.36021969663898	2094.180265333848	865.2858498709786	4.808958193496763	58.56461882685805	0.5859931899301336	0.3521516168778872	False
Camponotus	flavus	Camponotus flavus	-30.12353825691924	-59.148118759034965	21.183538692279576	2998.5776990448367	2435.846777550169	4.180938930345344	52.35524941039287	0.8741756180046765	0.717486180945297	False
Odontomachus	mariposa	Odontomachus mariposa	-10.204803889856365	-73.79853454659943	26.51052151311962	2022.7744791617952	2241.186062048733	6.240010383929198	67.03143905686412	0.7868636934229534	0.1691396886100372	False
Bombus	sp_nov	Bombus sp_nov	-12.105580958513771	-39.94942671490856	23.31027977739768	1841.062259778933	667.1556807911584	4.78645411940438	66.33249223306964	0.3708818131573325	0.2894274474491083	True
Heliconius	silvestris	Heliconius silvestris	-25.40361209405508	-70.59538499968534	28.419495125806044	1488.2806843122926	380.87186658719634	4.630036531154532	94.79662208169157	0.9319931371990944	0.6859589854704718	False
Anopheles	rubra	Anopheles rubra	3.201587172385913	-50.546426983812665	20.878117317258926	1065.1496733302215	2517.357535343649	4.309944544781345	70.08585580389389	0.7005127985348212	0.5386564669811394	False
Megasoma	minuta	Megasoma minuta	-3.229454031623103	-35.337351461607525	29.02905844200289	2408.25207720822	2793.3862949763825	4.361581349934055	65.01062972624902	0.2078207745480523	0.2023905668268691	False
Odontomachus	ghost_entity	Odontomachus ghost_entity	-29.27488052131953	-52.9193057418953	26.452101444221945	1223.7178611283869	90.7767098677971	6.04634745154906	76.12137530225036	0.3915601135139146	0.8057084914256482	True
